stop_id,stop_code,stop_name,stop_lat,stop_lon
9389,02,"Obrońców Westerplatte",52.3118330000,21.1511390000
7504,03,"Włochy-Ratusz",52.1928670000,20.9605470000
260,03,"Przekorna",52.1241620000,21.1027470000
3639,01,"Prystora",52.1891820000,20.9038560000
1864,01,"Metro Szwedzka",52.2625410000,21.0444820000
863,01,"Stare Miasto",52.2467780000,21.0155640000
7863,03,"Metro Politechnika",52.2199400000,21.0149970000
1103,01,"Pirenejska",52.2559150000,20.9182680000
256,02,"Powsinek",52.1532050000,21.0916130000
4636,03,"Słoneczna",51.9877870000,21.0386640000
1887,02,"Chemiczna",52.2638870000,21.0638160000
5897,04,"Buraków",52.3241450000,20.9106690000
3879,02,"Kamykowa",52.3174960000,21.0436240000
5305,02,"Cmentarz",51.9846190000,21.1958200000
4792,02,"Łaźniewska",52.2179820000,20.6921550000
9782,02,"Mokotów-Ratusz",52.2085600000,21.0133220000
401,05,"Kulskiego",52.2019440000,21.0025240000
306,01,"SGGW-Rektorat",52.1624650000,21.0478180000
6644,04,"PKP Piaseczno",52.0670480000,21.0175310000
8053,05,"Al. Zieleniecka",52.2482530000,21.0461830000
1580,01,"Choszczówka",52.3554990000,20.9823280000
171,02,"Spiska",52.2234490000,20.9833740000
3899,01,"Lalki",52.1970220000,20.8807470000
1163,03,"Mennica",52.2336690000,20.9912880000
1624,01,"Św. Hieronima",52.2922920000,21.0219120000
9352,01,"Klonowa",52.2620030000,20.7815860000
4964,02,"Malowana",52.1860360000,21.1537940000
1959,04,"Płowiecka",52.2346150000,21.1283330000
2070,01,"Marysin",52.2397880000,21.1550700000
511,01,"Powsinek",52.1508470000,21.0915900000
5209,06,"Konstruktorska",52.1856060000,21.0006760000
8800,01,"Os. Pozytywny Mokotów",52.1855160000,20.9982500000
4149,01,"Rozwojowa",52.4588190000,20.9083320000
8237,06,"Dalibora",52.2468520000,20.9433140000
272,02,"Limanowskiego",52.1909240000,21.0593250000
209,05,"Szczęśliwice",52.2077000000,20.9636040000
7655,07,"Okopowa",52.2361260000,20.9804510000
2945,02,"Instruktorska",52.2501140000,21.1748970000
4768,01,"Metro Wawrzyszew",52.2871860000,20.9371000000
7668,04,"Rogalińska",52.2310600000,20.9690820000
5723,02,"Lipowa",52.4014690000,20.8239620000
5528,05,"Główna",52.0395850000,20.9968730000
9027,01,"Os. Radiówek",52.1540290000,21.3118080000
8504,80,"Warszawa Wola Grzybowska",52.2528600000,21.2504220000
3039,01,"Żywiecka",52.1855370000,20.9038580000
1196,04,"Hala Wola",52.2290610000,20.9145660000
4517,01,"Izabelińska",52.3961650000,21.0574040000
4278,01,"Al. Jedności",52.1030750000,20.9318840000
3207,02,"Krótka",52.0808780000,20.9773010000
234,02,"Karczunkowska",52.1120560000,21.0186690000
8226,04,"Sękocin-Las",52.1011800000,20.8870590000
900,05,"GUS",52.2171680000,21.0063970000
1990,01,"Płowiecka",52.2348270000,21.1260120000
3584,17,"Metro Marymont",52.2718210000,20.9681780000
2323,02,"Lucerny",52.2147150000,21.1328030000
9520,01,"Niepodległości",52.4505600000,20.9708930000
8896,01,"Kościuszki-Szkoła",52.2934840000,20.8108160000
6151,01,"Mariańska",52.2380330000,21.2571880000
9229,01,"Instytut Psychiatrii i Neurologii",52.1719940000,21.0658990000
6040,01,"Wąwozowa",52.1327300000,21.0757350000
5363,01,"Paderewskiego",52.2698820000,21.1508590000
311,01,"Madalińskiego-Szpital",52.2042680000,21.0158430000
8948,01,"Kadetów-Kościół",52.2148270000,21.1186720000
1620,02,"Chodecka",52.2888730000,21.0409290000
5097,01,"Kaflowa",52.3225660000,20.9653850000
19,02,"Sasanki",52.1840760000,20.9792230000
5537,01,"Stare Grabie",52.3636240000,21.3330790000
2759,01,"Agricoop",52.2144930000,20.7445730000
768,02,"Makolągwy",52.1453140000,21.0263960000
1881,01,"Klamrowa",52.2863570000,21.0933640000
4394,01,"Tłuchowska",52.3412580000,20.9409040000
2554,01,"Przełęczy",52.1692500000,21.2241190000
636,04,"Ursynów Płd.",52.1543090000,21.0378530000
8149,02,"PKP Zagościniec",52.3661120000,21.2801420000
3157,01,"Stanisławów",52.3935020000,21.0334440000
4071,01,"Os. Lewandów II",52.3222670000,21.0744400000
5322,02,"Sarmacka",52.1578310000,21.0800060000
1401,02,"Estrady",52.2989490000,20.8811640000
2892,03,"Raabego",52.1366370000,21.0616030000
8776,02,"Os. Leśne",52.2547260000,20.9311000000
5500,01,"Mostówka",52.3353910000,21.2988120000
2530,02,"Wspólna",52.3349250000,21.1148960000
2187,02,"Tor Kolarski",52.2517900000,21.0730300000
797,07,"Metro Politechnika",52.2192500000,21.0153430000
112,01,"Wawelska",52.2168460000,20.9818850000
1903,06,"Dw. Wschodni (Kijowska)",52.2529560000,21.0520350000
4199,01,"Północna",52.0563590000,20.9831970000
4753,03,"Skoroszewska",52.1934310000,20.9027770000
6334,02,"Grodzisk",52.3227210000,21.0687790000
4977,01,"Łasaka",52.2167620000,21.1094330000
1736,01,"Erazma z Zakroczymia",52.3241920000,20.9463310000
4357,02,"Obory",52.0814450000,21.1465850000
681,01,"Klarysew",52.1022330000,21.1143930000
2755,01,"Radiostacja Łazy",52.0752290000,20.8757160000
1568,02,"Parowozowa",52.3449280000,20.9831100000
7727,03,"Cm. Wawrzyszewski",52.2802630000,20.9280180000
7947,03,"Rembielińska",52.2885460000,21.0304070000
969,02,"Legia-Stadion",52.2215550000,21.0434830000
1776,03,"Metro Trocka",52.2748600000,21.0549460000
8892,02,"Mirków-Szkoła",52.1000010000,21.1296840000
8846,02,"Kocjana-Bocznica",52.2511900000,20.8856700000
4772,01,"Kalinowa Droga",52.2289500000,20.8625800000
7450,03,"Małe Siekierki",52.2021300000,21.0690700000
7963,04,"Kijowska",52.2499690000,21.0415880000
6792,02,"Hallera",52.4052720000,21.1732200000
7758,03,"Rondo Starzyńskiego",52.2634530000,21.0197620000
251,02,"Patkowskiego",52.1728910000,21.0545780000
8832,02,"Most Poniatowskiego",52.2347760000,21.0349510000
8137,03,"Szpital Wolski",52.2286500000,20.9687880000
1243,02,"Blizne Jasińskiego",52.2424390000,20.8733510000
6595,01,"Pileckiego",52.1409730000,21.0401010000
1670,02,"Siwińskiego",52.3918180000,20.9233090000
6651,02,"Andersena",52.2836980000,21.1395260000
5354,04,"Wielkiego Dębu",52.3069630000,21.0304390000
366,02,"Dom Artystów",52.0846380000,21.0796890000
4210,01,"3 Maja",52.0015500000,20.9145400000
5187,01,"Stawy",52.2044540000,20.9214350000
1481,01,"Latoszki",52.1316780000,21.1283680000
2133,01,"PKP Mokry Ług",52.2768480000,21.1703210000
2051,02,"Pomologiczna",52.1868920000,21.1856940000
9238,52,"Bydgoska",52.0853820000,21.0934770000
4807,01,"Wierzbowa",52.0371600000,20.9316730000
8495,80,"Warszawa Radość",52.1857300000,21.1871720000
304,02,"Nowoursynowska",52.1709900000,21.0418600000
3283,01,"Szkolna",52.1704930000,21.2934500000
7771,06,"Al. Zieleniecka",52.2475280000,21.0484680000
7921,08,"Zajezdnia Żoliborz",52.2993120000,20.9353150000
9719,01,"Pałacowa",52.1465320000,21.0936120000
1973,16,"Wiatraczna",52.2447330000,21.0881850000
3135,01,"Torfowa",52.2182960000,21.2227000000
639,02,"Magellana",52.1552170000,21.0409640000
6625,02,"Baniocha-Marki",52.0168200000,21.1389170000
3479,01,"Hanki Ordonówny",52.3324080000,20.9358240000
8064,28,"Metro Młociny",52.2915660000,20.9289240000
358,01,"Kusocińskiego",52.0798690000,21.0214170000
4024,01,"Konotopska",52.2069030000,20.8651100000
8998,02,"Conrada-Szkoła",52.2716150000,20.9281570000
1875,02,"Tużycka",52.2844550000,21.0735400000
1852,01,"Namysłowska",52.2668180000,21.0300330000
2854,01,"SGGW-Klinika",52.1603920000,21.0499240000
1686,02,"Cmentarz",52.4146440000,20.9253030000
1920,10,"Rondo Starzyńskiego",52.2627450000,21.0220030000
6526,02,"Areszt Śledczy Białołęka",52.3358330000,21.0091890000
5334,01,"Drzeworytników",52.2168190000,20.9011170000
8470,80,"Legionowo Piaski",52.4126110000,20.9427240000
484,01,"Dolna",52.2021340000,21.0349650000
2567,01,"Bartoszycka",52.1622540000,21.2210950000
5475,01,"Reja",52.3498840000,21.2539440000
2775,02,"Port Pilawa",52.4370420000,21.0455150000
5493,02,"Ossów-Krzyż",52.3097840000,21.2329290000
2314,01,"Hortensji",52.1771770000,21.1743070000
2546,01,"Falenica",52.1594770000,21.2032980000
4102,01,"Piaskowa",52.4288300000,20.9549980000
2159,04,"Zamieniecka",52.2361960000,21.0983630000
6741,04,"Szpital Powiatowy",52.3453640000,21.2216000000
3943,04,"Kadetów",52.2121080000,21.1062850000
1479,02,"Galla Anonima",52.2699390000,20.9401960000
1424,01,"Oczapowskiego",52.2838350000,20.9444120000
7982,11,"Wiatraczna",52.2445770000,21.0848740000
4565,01,"Kościół",52.3418620000,20.8838870000
1679,01,"Myśliborska",52.3171000000,20.9618980000
1516,01,"Wołomińska",52.2626950000,21.0547960000
5786,02,"Hala Znicz",52.1705870000,20.8153520000
3001,03,"Mochtyńska",52.3571360000,21.0364560000
2071,05,"Marysin",52.2386500000,21.1565540000
7876,01,"Boernerowo",52.2634730000,20.8998720000
2208,01,"Żupnicza",52.2504920000,21.0589500000
6820,01,"Wolności",52.3150730000,21.1577510000
3623,02,"Dickensa",52.2054340000,20.9713740000
2940,02,"Rodła",52.2621980000,20.9180940000
1094,01,"Blizne Jasińskiego",52.2420700000,20.8750710000
9696,04,"Klonowa",52.2627490000,20.7830910000
6165,02,"Karłowicza",52.3420660000,21.1080880000
7881,05,"Cm. Wolski",52.2247170000,20.9309570000
5382,02,"Długa",52.1137560000,20.8550830000
7037,02,"Zielonki",52.2514800000,20.8222330000
2558,01,"Kosodrzewiny",52.1569690000,21.2027130000
2724,02,"Milenium",52.0330520000,20.9510990000
3029,01,"Idzikowskiego",52.2442520000,21.2629130000
1089,01,"Grenady",52.2401570000,20.9651030000
2627,01,"Al. Piłsudskiego",52.2475610000,21.2652180000
682,01,"Iwiczna",52.0916550000,21.0187710000
2542,01,"PKP Falenica",52.1611930000,21.2111210000
1928,03,"Żerań FSO",52.2906790000,21.0027770000
909,04,"Krucza",52.2292200000,21.0172620000
6017,02,"Stara",52.3635090000,21.1610270000
9623,02,"Płatnerska",52.2547240000,21.1548800000
4669,02,"Ruskowy Bród",52.3613060000,21.0542620000
4834,02,"Kameliowa",52.0970310000,20.9737940000
5152,02,"Orzechowa",52.2312950000,20.8226250000
3354,01,"Al. Wojska Polskiego",52.1597330000,20.8014720000
987,02,"Nowolipki",52.2442380000,20.9918370000
8122,02,"Nowe Grabie I",52.3563140000,21.3043890000
599,02,"Smoluchowskiego",52.1803770000,21.0142000000
2662,02,"Podgórna",52.2198370000,21.2965710000
1964,02,"Al. Zieleniecka",52.2468700000,21.0475800000
241,01,"Tor Stegny",52.1893320000,21.0476060000
377,02,"Zaściankowa",52.1670800000,21.1080000000
8916,01,"Cm. Południowy-Brama Płd.",52.0564230000,20.8979210000
2689,10,"Metro Wilanowska",52.1798510000,21.0236720000
6748,02,"Świętojańska",52.0613570000,21.0309410000
6265,02,"Metro Targówek Mieszkaniowy",52.2693920000,21.0510880000
7874,00,"R1(W)",52.2343090000,20.9729300000
4432,02,"Ogrody Działkowe Piaski",52.2608310000,20.9397220000
8013,03,"Reduta Wolska",52.2263480000,20.9418560000
7660,03,"Sokołowska",52.2323030000,20.9604080000
6703,02,"Augustówek",52.3743530000,20.6977250000
3613,02,"Gen. Kutrzeby",52.2503160000,20.8274900000
7716,05,"Metro Słodowiec",52.2756750000,20.9638620000
5942,02,"Przejezdna",52.3438140000,21.0459270000
5726,01,"Puszczyka",52.4022060000,20.8197650000
9459,01,"Ptaków Leśnych",52.0568410000,21.0607000000
193,02,"Siemieńskiego",52.2022920000,20.9739300000
7055,15,"Metro Bródno",52.2934480000,21.0260900000
4000,02,"Jachtowa",52.1787080000,21.2338880000
3335,01,"Ks. Skorupki",52.4034090000,20.9256360000
7997,03,"Banacha",52.2101890000,20.9824700000
3795,02,"Szaserów",52.2441880000,21.1181230000
515,03,"Rosochata",52.1280530000,21.1044900000
2189,02,"Przeworska",52.2526350000,21.0841420000
7945,02,"Metro Bródno",52.2930980000,21.0273590000
3561,02,"Sołtyka",52.2449600000,20.9672880000
8155,51,"Orzeszkowej",52.3256280000,21.2158130000
8834,06,"Most Poniatowskiego",52.2345680000,21.0385220000
4120,01,"Wieliszew-Plaża",52.4788980000,20.9454850000
4107,02,"Podgórna",52.4441480000,20.9648180000
2155,02,"Poligonowa",52.2359550000,21.0882870000
5845,01,"Kolejowa",52.3575300000,20.8330980000
5581,01,"Kórnicka",52.1240740000,20.9983970000
3681,01,"PKP Legionowo Piaski",52.4119990000,20.9393800000
4861,02,"Polna",52.4412060000,20.8214990000
192,07,"Banacha",52.2103950000,20.9844720000
431,01,"Rybałtów",52.1316770000,21.0559350000
777,12,"Dw. Centralny",52.2305200000,21.0045900000
8886,01,"Rondo Waszyngtona",52.2375970000,21.0486540000
3683,01,"Mysiadło",52.0985880000,21.0185970000
2056,02,"PKP Gocławek",52.2389760000,21.1325150000
3800,02,"Cukrownicza",52.2421500000,21.1241820000
4578,02,"Wiechy",52.1278880000,21.1384860000
5849,01,"Sadowa-Dom Opieki",52.3489830000,20.8277370000
1929,04,"Żerań FSO",52.2903310000,21.0033790000
448,17,"Metro Wilanowska",52.1798540000,21.0242240000
8497,80,"Warszawa Falenica",52.1619340000,21.2108970000
4064,04,"Golędzinów",52.2667240000,21.0206890000
5214,01,"Żymirskiego-Przychodnia",52.3386340000,21.1991540000
6232,02,"Przy Grodzisku",52.2923590000,21.0565550000
3355,03,"Ołówkowa",52.1598100000,20.7924500000
2629,01,"Puszkina",52.2486110000,21.2585540000
8956,01,"Armii „Poznań”",52.3454330000,20.8728650000
7619,04,"Most Gdański",52.2600910000,21.0071990000
2327,04,"Zwoleńska",52.1966900000,21.1366150000
489,01,"Czarnomorska",52.1847300000,21.0524700000
4208,02,"OSP Złotokłos",52.0041620000,20.9080460000
8027,03,"Postępu",52.1792410000,20.9983310000
158,01,"Baleya",52.1956210000,20.9826700000
296,01,"Os. Bernardyńska",52.1922430000,21.0643820000
3152,01,"Szamoty",52.0676970000,20.8437750000
5667,02,"Leśniakowizna II",52.3115530000,21.2577400000
5092,02,"Salomea",52.1876280000,20.9108610000
2472,01,"Ursus-Sanktuarium",52.1916270000,20.8612490000
1608,04,"Kołowa",52.2735780000,21.0440040000
8062,03,"Stare Świdry",52.3131010000,20.9655540000
490,04,"Św. Bonifacego",52.1811020000,21.0546650000
274,02,"Sadyba",52.1827640000,21.0684580000
7798,03,"Kinowa",52.2420720000,21.0706160000
3476,02,"Ciołkosza",52.3282770000,20.9365440000
2148,04,"Saska",52.2287150000,21.0630890000
1576,01,"Białołęka Dworska",52.3362400000,21.0042770000
719,03,"Polskie Radio",52.1930490000,21.0141130000
5819,02,"Pilcha",52.3463630000,20.8724240000
6683,02,"Graniczna",52.3732560000,20.7222400000
3175,02,"Pomorska",52.0638030000,21.0171200000
877,02,"Jaracza",52.2359710000,21.0315840000
622,02,"Łowicka",52.2023740000,21.0047010000
2610,01,"Tomaszowska",52.1810490000,21.1922680000
5437,02,"Reja",52.3506490000,21.2543160000
4632,02,"Akacjowa",51.9602570000,21.0756020000
4884,01,"Obrońców Warszawy",52.2140240000,20.7992860000
1897,01,"Markowska",52.2545760000,21.0448620000
1069,02,"Cm. Żydowski",52.2448190000,20.9775090000
7560,08,"Al. Lotników",52.1729240000,21.0196270000
7410,01,"Suwalska",52.2960070000,21.0328230000
6031,01,"Goleszowska",52.2236800000,20.9418620000
5680,02,"Regulska",52.1833200000,20.8705160000
690,01,"Siedliskowa",52.1770330000,21.1063170000
3552,06,"Gocław",52.2234130000,21.1003090000
4902,02,"Zasadowa",52.1842480000,21.1731550000
411,04,"Bełdan",52.1748640000,21.0127410000
6520,02,"Metryczna",52.1560160000,21.1253600000
2402,01,"Rybna",52.1590360000,20.9416870000
6459,01,"Łoś",51.9805397400,20.9504839400
2292,02,"Draceny",52.1756990000,21.1769080000
1392,05,"Bogusławskiego",52.2802040000,20.9231090000
331,04,"Metro Ursynów",52.1619710000,21.0293790000
7524,03,"Korotyńskiego",52.2024100000,20.9690280000
3680,02,"PKP Legionowo Piaski",52.4119030000,20.9398270000
8863,02,"Cm. Północny-Brama Gł.",52.2988850000,20.9029560000
5816,01,"Lwowska",52.3338670000,20.8993270000
1310,01,"Tylżycka",52.2815260000,20.9846090000
7631,09,"Kino Femina",52.2422200000,20.9932770000
2235,04,"Stacja Krwiodawstwa",52.2328400000,21.0606480000
1825,01,"Parowozowa",52.3452350000,20.9825340000
4015,04,"Pomnik Lotnika",52.2163890000,20.9873260000
2823,21,"Dw. Centralny",52.2294440000,21.0037240000
8074,05,"Mehoffera",52.3228060000,20.9439110000
624,02,"Metro Ursynów",52.1624900000,21.0278300000
1203,02,"Wrocławska",52.2566810000,20.9189910000
4784,01,"Umiastów",52.2314460000,20.7646330000
8345,05,"Deotymy",52.2470060000,20.9471120000
7551,06,"Malczewskiego",52.1943710000,21.0243260000
3410,05,"Bartycka",52.2104300000,21.0474600000
8492,80,"Warszawa Wawer",52.2233620000,21.1496050000
695,01,"Małej Łąki",52.1345170000,21.0529700000
4040,02,"Frachtowa",52.3591520000,21.0399400000
3878,01,"Echa Leśne",52.3177830000,21.0359660000
8227,02,"Objazdowa",52.3918500000,20.9813600000
5171,01,"PKP Zacisze-Wilno",52.2773190000,21.0804090000
7530,03,"Bitwy Warszawskiej 1920 r.",52.2120110000,20.9774100000
8584,80,"Komorów",52.1797681223,20.9020893003
3043,01,"Gniewkowska",52.2128420000,20.9221390000
855,02,"Piękna",52.2232200000,21.0243380000
2315,01,"Draceny",52.1761500000,21.1759080000
686,02,"Małcużyńskiego",52.1389330000,21.0544330000
2861,02,"Sierakowskiego",52.2508370000,21.0344410000
9581,05,"Idzikowskiego",52.1914250000,21.0453930000
8534,80,"Nasielsk",52.4123164281,20.9083511455
679,02,"Sobieskiego",52.0890180000,21.1217060000
7932,03,"Annopol",52.2985400000,21.0218820000
5103,01,"Pilawa",52.0388630000,21.0878170000
478,02,"Trombity",52.1102470000,21.0050310000
746,03,"Bokserska",52.1693820000,20.9982170000
8109,05,"Winnica",52.3405790000,20.9500470000
1575,01,"Ambaras",52.3408770000,20.9996840000
4966,01,"Gawronia",52.1854720000,21.1595370000
1445,01,"Żubrowa-UKSW",52.3111680000,20.9159670000
7630,10,"Kino Femina",52.2415090000,20.9939480000
2715,04,"Sierakowska",52.2956040000,20.8042090000
5201,01,"Pęchery",52.0085140000,21.0011850000
2119,02,"Rembertów-Kolonia",52.2568770000,21.1771670000
8779,01,"Os. Staszica /pętla",52.1539000000,20.7926130000
4469,02,"Sobieskiego",52.4054600000,21.1160230000
